MetEth, 0.001, 0.02507
EthMeth, 0.021, 0.01382
EthMethOL, -6.200, 0.01642
MethOLEth, 6.196, 0.00755
MethMethOL, -6.195, 0.03189
MethOLMeth, 6.189, 0.01595
meth2MF, -3.100, 0.02614
2MFmeth, 3.089, 0.01191
methTol, -3.422, 0.02170
TolMeth, 3.240, 0.02137
meth2MIND, -9.138, 0.02010
2MINDmeth, 8.778, 0.02571
methNeP, -0.250, 0.03172
NePmeth, 0.315, 0.03780
methNeP2, 0.125, 0.03058
NeP2meth, -0.132, 0.01264
27, 0.361, 0.03381
72, -0.335, 0.04557
